"iteration","state","psi","randomNumber1","randomNumber2","epsilon","a","r","W"
2,"row8col17",0.95,0.182723585368,-1.0,-1,"North",0.0,0.0
3,"row7col17",0.9025,0.513865785182,-1.0,-1,"North",0.0,0.0
4,"row6col17",0.857375,0.390314833679,-1.0,-1,"North",0.0,0.0
5,"row5col17",0.81450625,0.069634405088,-1.0,-1,"West",0.0,0.0
6,"row5col16",0.7737809375,0.0487099051331,-1.0,-1,"West",0.0,0.0
7,"row5col15",0.735091890625,0.527555763748,-1.0,-1,"West",0.0,0.0
8,"row5col14",0.698337296094,0.603102932764,-1.0,-1,"West",0.0,0.0
9,"row5col13",0.663420431289,0.0491392696065,-1.0,-1,"North",0.0,0.0
10,"row4col13",0.630249409725,0.619988524291,-1.0,-1,"North",0.0,0.0
11,"row3col13",0.598736939238,0.170899184427,-1.0,-1,"East",0.0,0.0
12,"row3col14",0.568800092276,0.554430584587,-1.0,-1,"East",0.0,0.0
13,"row3col15",0.540360087663,0.703888198163,0.769059827906,0.431199907724,"North",1.0,0.540360087663
14,"row11col8",0.95,0.178592491129,-1.0,-1,"East",0.0,0.0
15,"row11col9",0.9025,0.0629509905146,-1.0,-1,"South",0.0,0.0
16,"row12col9",0.857375,0.29726045693,-1.0,-1,"South",0.0,0.0
17,"row13col9",0.81450625,0.490522231383,-1.0,-1,"South",0.0,0.0
18,"row14col9",0.7737809375,0.837088438358,0.576826612334,0.18549375,"North",0.0,0.0
19,"row13col9",0.735091890625,0.439739073363,0.576826612334,0.18549375,"South",0.0,0.0
20,"row14col9",0.698337296094,0.0755642047577,0.576826612334,0.18549375,"West",0.0,0.0
21,"row14col8",0.663420431289,0.035429391954,0.576826612334,0.18549375,"West",0.0,0.0
22,"row14col7",0.630249409725,0.035562091026,0.576826612334,0.18549375,"West",0.0,0.0
23,"row14col6",0.598736939238,0.448458124969,0.576826612334,0.18549375,"North",0.0,0.0
24,"row13col6",0.568800092276,0.0534800023501,0.576826612334,0.18549375,"North",0.0,0.0
25,"row12col6",0.540360087663,0.193065663257,0.576826612334,0.18549375,"North",0.0,0.0
26,"row11col6",0.51334208328,0.764655925144,0.381783480574,0.459639912337,"North",0.0,0.0
27,"row10col6",0.487674979116,0.455814131562,0.381783480574,0.459639912337,"North",0.0,0.0
28,"row9col6",0.46329123016,0.907563466996,0.969264048523,0.512325020884,"East",0.0,0.0
29,"row9col6",0.440126668652,0.170129993743,0.969264048523,0.512325020884,"North",0.0,0.0
30,"row8col6",0.418120335219,0.520237215376,0.685560755315,0.559873331348,"East",0.0,0.0
31,"row8col6",0.397214318458,0.112228717239,0.685560755315,0.559873331348,"North",0.0,0.0
32,"row7col6",0.377353602535,0.292010898742,0.685560755315,0.559873331348,"North",0.0,0.0
33,"row6col6",0.358485922409,0.540192913352,0.926363285163,0.622646397465,"North",0.0,0.0
34,"row5col6",0.340561626288,0.805667917893,0.729252571299,0.641514077591,"East",0.0,0.0
35,"row5col7",0.323533544974,0.702206193207,0.652527918161,0.659438373712,"West",0.0,0.0
36,"row5col6",0.307356867725,0.352080770141,0.555345688521,0.676466455026,"West",0.0,0.0
37,"row5col5",0.291989024339,0.616949677753,0.981975384197,0.692643132275,"West",0.0,0.0
38,"row5col5",0.277389573122,0.202496341432,0.981975384197,0.692643132275,"East",0.0,0.0
39,"row5col6",0.263520094466,0.658479329222,0.207781439804,0.722610426878,"West",0.0,0.0
40,"row5col5",0.250344089742,0.984993886748,0.173046134124,0.736479905534,"North",0.0,0.0
41,"row4col5",0.237826885255,0.361104552803,0.77583298742,0.749655910258,"West",0.0,0.0
42,"row4col5",0.225935540993,0.662564680577,0.308221663845,0.762173114745,"South",0.0,0.0
43,"row5col5",0.214638763943,0.712746984815,0.462788644658,0.774064459007,"North",0.0,0.0
44,"row4col5",0.203906825746,0.566846320343,0.272845173092,0.785361236057,"South",0.0,0.0
45,"row5col5",0.193711484459,0.485158972848,0.739347999179,0.796093174254,"East",0.0,0.0
46,"row5col6",0.184025910236,0.21055604441,0.920626677285,0.806288515541,"West",0.0,0.0
47,"row5col5",0.174824614724,0.633351090223,0.975207531255,0.815974089764,"West",0.0,0.0
48,"row5col5",0.166083383988,0.170317895177,0.975207531255,0.815974089764,"East",0.0,0.0
49,"row5col6",0.157779214788,0.426991287196,0.90454424439,0.833916616012,"East",0.0,0.0
50,"row5col7",0.149890254049,0.0780385125245,0.90454424439,0.833916616012,"East",0.0,0.0
51,"row5col8",0.142395741346,0.258358792325,0.457558023813,0.850109745951,"East",0.0,0.0
52,"row5col9",0.135275954279,0.993899370737,0.362236267751,0.857604258654,"North",0.0,0.0
53,"row4col9",0.128512156565,0.172161393354,0.131832212879,0.864724045721,"North",0.0,0.0
54,"row3col9",0.122086548737,0.305362169246,0.169672829792,0.871487843435,"North",0.0,0.0
55,"row2col9",0.1159822213,0.818086291257,0.319607547015,0.877913451263,"East",0.0,0.0
56,"row2col10",0.110183110235,0.210403865435,0.175470893123,0.8840177787,"South",0.0,0.0
57,"row3col10",0.104673954723,0.899432803462,0.425857537861,0.889816889765,"East",0.0,0.0
58,"row3col11",0.0994402569871,0.278937466322,0.449121990979,0.895326045277,"East",0.0,0.0
59,"row3col11",0.0944682441377,0.483779598417,0.563045846969,0.900559743013,"South",0.0,0.0
60,"row3col11",0.0897448319309,0.183430615811,0.321018543552,0.905531755862,"South",0.0,0.0
61,"row3col11",0.0852575903343,0.554553161218,0.198779917672,0.910255168069,"West",0.0,0.0
62,"row3col10",0.0809947108176,0.78946110562,0.0890208995061,0.914742409666,"North",0.0,0.0
63,"row2col10",0.0769449752767,0.929016221722,0.428425360205,0.919005289182,"West",0.0,0.0
