"iteration","state","psi","randomNumber1","randomNumber2","epsilon","a","r","W"
2,"row1col14",0.95,0.988203473035,-1.0,-1,"North",0.0,0.0
3,"row1col14",0.9025,0.271689175514,-1.0,-1,"North",0.0,0.0
4,"row1col14",0.857375,0.539650527888,-1.0,-1,"South",0.0,0.0
5,"row2col14",0.81450625,0.26077723381,-1.0,-1,"East",1.0,0.81450625
6,"row6col12",0.95,0.10994117653,-1.0,-1,"South",0.0,0.0
7,"row6col12",0.9025,0.142764410824,-1.0,-1,"North",0.0,0.0
8,"row5col12",0.857375,0.99708950957,0.416542966649,0.0975,"East",0.0,0.0
9,"row5col13",0.81450625,0.186808412886,0.416542966649,0.0975,"North",0.0,0.0
10,"row4col13",0.7737809375,0.627735219525,0.416542966649,0.0975,"South",0.0,0.0
11,"row5col13",0.735091890625,0.12044914353,0.416542966649,0.0975,"South",0.0,0.0
12,"row6col13",0.698337296094,0.891369141121,0.708003753946,0.264908109375,"West",0.0,0.0
13,"row6col12",0.663420431289,0.48567491778,0.708003753946,0.264908109375,"South",0.0,0.0
14,"row6col12",0.630249409725,0.395329839067,0.708003753946,0.264908109375,"South",0.0,0.0
15,"row6col12",0.598736939238,0.82992917403,0.243335399689,0.369750590275,"North",0.0,0.0
16,"row5col12",0.568800092276,0.533453674732,0.243335399689,0.369750590275,"East",0.0,0.0
17,"row5col13",0.540360087663,0.203638030061,0.243335399689,0.369750590275,"South",0.0,0.0
18,"row6col13",0.51334208328,0.060199011527,0.243335399689,0.369750590275,"North",0.0,0.0
19,"row5col13",0.487674979116,0.637528663561,0.398233348607,0.48665791672,"East",0.0,0.0
20,"row5col14",0.46329123016,0.031887424217,0.398233348607,0.48665791672,"East",0.0,0.0
21,"row5col15",0.440126668652,0.43034467954,0.398233348607,0.48665791672,"West",0.0,0.0
22,"row5col14",0.418120335219,0.363473276164,0.398233348607,0.48665791672,"East",0.0,0.0
23,"row5col15",0.397214318458,0.826539725081,0.353432906185,0.581879664781,"South",0.0,0.0
24,"row6col15",0.377353602535,0.987115440257,0.616579264056,0.602785681542,"North",0.0,0.0
25,"row5col15",0.358485922409,0.791993625052,0.302775013201,0.622646397465,"West",0.0,0.0
26,"row5col14",0.340561626288,0.203231907428,0.302775013201,0.622646397465,"East",0.0,0.0
27,"row5col15",0.323533544974,0.637407966786,0.590927492729,0.659438373712,"West",0.0,0.0
28,"row5col14",0.307356867725,0.591216855923,0.321382733459,0.676466455026,"South",0.0,0.0
29,"row6col14",0.291989024339,0.759240163687,0.702399170074,0.692643132275,"North",0.0,0.0
30,"row5col14",0.277389573122,0.308524430865,0.0278015952602,0.708010975661,"North",0.0,0.0
31,"row5col14",0.263520094466,0.630717149014,0.714774472748,0.722610426878,"East",0.0,0.0
32,"row5col15",0.250344089742,0.511224672066,0.817710989596,0.736479905534,"North",0.0,0.0
33,"row5col15",0.237826885255,0.5923392058,0.90244778286,0.749655910258,"South",0.0,0.0
34,"row6col15",0.225935540993,0.061683142015,0.90244778286,0.749655910258,"South",0.0,0.0
35,"row6col15",0.214638763943,0.418879985296,0.722598171056,0.774064459007,"East",0.0,0.0
