"iteration","state","psi","randomNumber1","randomNumber2","epsilon","a","r","W"
2,"row8col4",0.95,0.921834212384,-1.0,-1,"East",0.0,0.0
3,"row8col5",0.9025,0.374778993336,-1.0,-1,"East",0.0,0.0
4,"row8col6",0.857375,0.800613900543,-1.0,-1,"North",0.0,0.0
5,"row7col6",0.81450625,0.67817330899,-1.0,-1,"North",0.0,0.0
6,"row6col6",0.7737809375,0.947700499924,0.40835780168,0.18549375,"North",0.0,0.0
7,"row5col6",0.735091890625,0.0172295338276,0.40835780168,0.18549375,"East",0.0,0.0
8,"row5col7",0.698337296094,0.918044871014,0.429938364976,0.264908109375,"West",0.0,0.0
9,"row5col6",0.663420431289,0.921885787847,0.925329098487,0.301662703906,"South",0.0,0.0
10,"row6col6",0.630249409725,0.487841108713,0.925329098487,0.301662703906,"North",0.0,0.0
11,"row5col6",0.598736939238,0.935470590448,0.420069078978,0.369750590275,"East",0.0,0.0
12,"row5col7",0.568800092276,0.107876107545,0.420069078978,0.369750590275,"East",0.0,0.0
13,"row5col8",0.540360087663,0.49015337606,0.420069078978,0.369750590275,"East",0.0,0.0
14,"row5col9",0.51334208328,0.378415073984,0.420069078978,0.369750590275,"East",0.0,0.0
15,"row5col10",0.487674979116,0.0704168443905,0.420069078978,0.369750590275,"East",0.0,0.0
16,"row5col11",0.46329123016,0.846353867363,0.260440982155,0.512325020884,"North",0.0,0.0
17,"row5col11",0.440126668652,0.402813394086,0.260440982155,0.512325020884,"East",0.0,0.0
18,"row5col12",0.418120335219,0.246602706026,0.260440982155,0.512325020884,"East",0.0,0.0
19,"row5col13",0.397214318458,0.932827259543,0.496677136435,0.581879664781,"East",0.0,0.0
20,"row5col14",0.377353602535,0.678814981167,0.700410838964,0.602785681542,"North",0.0,0.0
21,"row5col14",0.358485922409,0.794795022318,0.499243581297,0.622646397465,"East",0.0,0.0
22,"row5col15",0.340561626288,0.646501442512,0.26938242715,0.641514077591,"East",0.0,0.0
23,"row5col16",0.323533544974,0.360060618215,0.989803123526,0.659438373712,"North",0.0,0.0
24,"row5col16",0.307356867725,0.297394636581,0.989803123526,0.659438373712,"West",0.0,0.0
25,"row5col15",0.291989024339,0.505658436743,0.998908203281,0.692643132275,"North",0.0,0.0
26,"row5col15",0.277389573122,0.976961924375,0.00072479064179,0.708010975661,"West",0.0,0.0
27,"row5col14",0.263520094466,0.930098111587,0.767861955451,0.722610426878,"North",0.0,0.0
28,"row5col14",0.250344089742,0.250360200502,0.767861955451,0.722610426878,"West",0.0,0.0
29,"row5col13",0.237826885255,0.053690085781,0.767861955451,0.722610426878,"North",0.0,0.0
30,"row4col13",0.225935540993,0.0389518346134,0.767861955451,0.722610426878,"North",0.0,0.0
31,"row3col13",0.214638763943,0.835295420882,0.0892330206025,0.774064459007,"East",0.0,0.0
32,"row3col14",0.203906825746,0.362872920766,0.317391217514,0.785361236057,"North",0.0,0.0
33,"row2col14",0.193711484459,0.807923628118,0.314320219134,0.796093174254,"North",0.0,0.0
34,"row1col14",0.184025910236,0.0120422838515,0.314320219134,0.796093174254,"South",0.0,0.0
35,"row2col14",0.174824614724,0.474133355142,0.0802809628053,0.815974089764,"North",0.0,0.0
36,"row1col14",0.166083383988,0.552392256628,0.491619817866,0.825175385276,"South",0.0,0.0
37,"row2col14",0.157779214788,0.709986486043,0.39046402762,0.833916616012,"West",0.0,0.0
38,"row2col13",0.149890254049,0.826311987893,0.589566704631,0.842220785212,"East",0.0,0.0
39,"row2col14",0.142395741346,0.901556800035,0.0249841311538,0.850109745951,"South",0.0,0.0
40,"row3col14",0.135275954279,0.836658716996,0.968842210055,0.857604258654,"North",0.0,0.0
41,"row2col14",0.128512156565,0.572066989515,0.72245692878,0.864724045721,"North",0.0,0.0
42,"row1col14",0.122086548737,0.981844600939,0.759235631152,0.871487843435,"South",0.0,0.0
43,"row2col14",0.1159822213,0.571835585531,0.303159262123,0.877913451263,"West",0.0,0.0
44,"row2col13",0.110183110235,0.321159594282,0.917664401942,0.8840177787,"West",0.0,0.0
45,"row2col13",0.104673954723,0.280273709257,0.503170250221,0.889816889765,"West",0.0,0.0
46,"row2col13",0.0994402569871,0.461687736206,0.140503786046,0.895326045277,"West",0.0,0.0
47,"row2col13",0.0944682441377,0.00565468888874,0.140503786046,0.895326045277,"East",0.0,0.0
48,"row2col14",0.0897448319309,0.817745364316,0.56824725505,0.905531755862,"East",1.0,0.0897448319309
49,"row17col3",0.95,0.318986388826,-1.0,-1,"West",0.0,0.0
50,"row17col2",0.9025,0.429859766714,-1.0,-1,"North",0.0,0.0
51,"row16col2",0.857375,0.138606775102,-1.0,-1,"North",0.0,0.0
52,"row15col2",0.81450625,0.382215794912,-1.0,-1,"North",0.0,0.0
53,"row14col2",0.7737809375,0.310541984357,-1.0,-1,"East",0.0,0.0
54,"row14col3",0.735091890625,0.396134814643,-1.0,-1,"East",0.0,0.0
55,"row14col4",0.698337296094,0.193821571256,-1.0,-1,"East",0.0,0.0
56,"row14col5",0.663420431289,0.406003105608,-1.0,-1,"North",0.0,0.0
57,"row13col5",0.630249409725,0.0434695437782,-1.0,-1,"East",0.0,0.0
58,"row13col6",0.598736939238,0.400268923232,-1.0,-1,"North",0.0,0.0
59,"row12col6",0.568800092276,0.880052341921,0.208642377492,0.401263060762,"North",0.0,0.0
60,"row11col6",0.540360087663,0.172312217658,0.208642377492,0.401263060762,"North",0.0,0.0
61,"row10col6",0.51334208328,0.591191568576,0.932239855933,0.459639912337,"West",0.0,0.0
62,"row10col5",0.487674979116,0.221923858832,0.932239855933,0.459639912337,"East",0.0,0.0
63,"row10col6",0.46329123016,0.139873238741,0.932239855933,0.459639912337,"North",0.0,0.0
64,"row9col6",0.440126668652,0.971923435007,0.57812794033,0.53670876984,"North",0.0,0.0
65,"row8col6",0.418120335219,0.255258871227,0.57812794033,0.53670876984,"North",0.0,0.0
66,"row7col6",0.397214318458,0.547898211831,0.31910512793,0.581879664781,"East",0.0,0.0
67,"row7col6",0.377353602535,0.713457026939,0.737602300863,0.602785681542,"North",0.0,0.0
68,"row6col6",0.358485922409,0.784247310254,0.759979491499,0.622646397465,"East",0.0,0.0
69,"row6col7",0.340561626288,0.445643688888,0.278639501772,0.641514077591,"East",0.0,0.0
70,"row6col8",0.323533544974,0.0125298319658,0.278639501772,0.641514077591,"North",0.0,0.0
71,"row5col8",0.307356867725,0.382093006817,0.742864618615,0.676466455026,"North",0.0,0.0
72,"row5col8",0.291989024339,0.176015631322,0.742864618615,0.676466455026,"East",0.0,0.0
73,"row5col9",0.277389573122,0.909830891383,0.7900973375,0.708010975661,"South",0.0,0.0
74,"row6col9",0.263520094466,0.179913212173,0.7900973375,0.708010975661,"East",0.0,0.0
75,"row6col10",0.250344089742,0.534329077021,0.294199298021,0.736479905534,"East",0.0,0.0
76,"row6col11",0.237826885255,0.0926986710193,0.294199298021,0.736479905534,"North",0.0,0.0
77,"row5col11",0.225935540993,0.753459208438,0.174930347767,0.762173114745,"South",0.0,0.0
78,"row6col11",0.214638763943,0.561363017225,0.152024070917,0.774064459007,"East",0.0,0.0
79,"row6col12",0.203906825746,0.167725836256,0.152024070917,0.774064459007,"North",0.0,0.0
80,"row5col12",0.193711484459,0.682157323151,0.178718804498,0.796093174254,"South",0.0,0.0
81,"row6col12",0.184025910236,0.235651520567,0.80216907101,0.806288515541,"West",0.0,0.0
82,"row6col11",0.174824614724,0.302182065648,0.67965794518,0.815974089764,"South",0.0,0.0
