"iteration","state","psi","randomNumber1","randomNumber2","epsilon","a","r","W"
2,"row17col21",0.95,0.590840322787,-1.0,-1,"North",0.0,0.0
3,"row17col21",0.9025,0.418947681632,-1.0,-1,"South",0.0,0.0
4,"row18col21",0.857375,0.128470576683,-1.0,-1,"West",0.0,0.0
5,"row18col20",0.81450625,0.534162478255,-1.0,-1,"East",0.0,0.0
6,"row18col21",0.7737809375,0.0169218803456,-1.0,-1,"West",0.0,0.0
7,"row18col20",0.735091890625,0.257234557792,-1.0,-1,"East",0.0,0.0
8,"row18col21",0.698337296094,0.0766456820188,-1.0,-1,"East",0.0,0.0
9,"row18col22",0.663420431289,0.759383732531,0.651682645388,0.301662703906,"South",0.0,0.0
10,"row19col22",0.630249409725,0.04584163558,0.651682645388,0.301662703906,"South",0.0,0.0
11,"row19col22",0.598736939238,0.941181619791,0.230428217754,0.369750590275,"West",0.0,0.0
12,"row19col21",0.568800092276,0.84208025389,0.823411159961,0.401263060762,"West",0.0,0.0
13,"row19col20",0.540360087663,0.691671889121,0.149423805291,0.431199907724,"West",0.0,0.0
14,"row19col19",0.51334208328,0.00190663448012,0.149423805291,0.431199907724,"South",0.0,0.0
15,"row19col19",0.487674979116,0.11082835944,0.149423805291,0.431199907724,"North",0.0,0.0
16,"row18col19",0.46329123016,0.691798405155,0.746294367647,0.512325020884,"North",0.0,0.0
17,"row17col19",0.440126668652,0.209625046351,0.746294367647,0.512325020884,"North",0.0,0.0
18,"row17col19",0.418120335219,0.949793661125,0.265826678706,0.559873331348,"South",0.0,0.0
19,"row18col19",0.397214318458,0.805775873619,0.177135570663,0.581879664781,"West",0.0,0.0
20,"row18col18",0.377353602535,0.495972092032,0.11556295713,0.602785681542,"South",0.0,0.0
21,"row19col18",0.358485922409,0.769095115941,0.133334440507,0.622646397465,"North",0.0,0.0
22,"row18col18",0.340561626288,0.482320608473,0.0905405066118,0.641514077591,"West",0.0,0.0
23,"row18col17",0.323533544974,0.208580161077,0.0905405066118,0.641514077591,"West",0.0,0.0
24,"row18col16",0.307356867725,0.911781149956,0.582096578891,0.676466455026,"West",0.0,0.0
25,"row18col15",0.291989024339,0.39410393244,0.0907570347973,0.692643132275,"North",0.0,0.0
26,"row17col15",0.277389573122,0.165399573748,0.0907570347973,0.692643132275,"South",0.0,0.0
27,"row18col15",0.263520094466,0.724006388031,0.00682840127092,0.722610426878,"North",0.0,0.0
28,"row17col15",0.250344089742,0.326580086147,0.851523247468,0.736479905534,"North",0.0,0.0
29,"row16col15",0.237826885255,0.207219358349,0.851523247468,0.736479905534,"North",0.0,0.0
30,"row15col15",0.225935540993,0.56453824481,0.0597440461391,0.762173114745,"South",0.0,0.0
31,"row16col15",0.214638763943,0.828839470349,0.974905731054,0.774064459007,"West",0.0,0.0
32,"row16col15",0.203906825746,0.641347358862,0.301781490027,0.785361236057,"South",0.0,0.0
33,"row17col15",0.193711484459,0.97137682575,0.352654221022,0.796093174254,"South",0.0,0.0
34,"row18col15",0.184025910236,0.545917040608,0.833222611464,0.806288515541,"South",0.0,0.0
